plant,phase,toal_water_production,day,value
Al-Jubail,RO,RO\RO - H,2022-05-01,0
Al-Jubail,RO,RO\RO - H,2022-05-02,0
Al-Jubail,RO,RO\RO - H,2022-05-03,0
Al-Jubail,RO,RO\RO - H,2022-05-04,0
Al-Jubail,RO,RO\RO - H,2022-05-05,0
Al-Jubail,RO,RO\RO - H,2022-05-06,0
Al-Jubail,RO,RO\RO - H,2022-05-07,0
Al-Jubail,RO,RO\RO - H,2022-05-08,0
Al-Jubail,RO,RO\RO - H,2022-05-09,1
Al-Jubail,RO,RO\RO - H,2022-05-10,1
Al-Jubail,RO,RO\RO - H,2022-05-11,0
Al-Jubail,RO,RO\RO - H,2022-05-12,2981
Al-Jubail,RO,RO\RO - H,2022-05-13,5815
Al-Jubail,RO,RO\RO - H,2022-05-14,5688
Al-Jubail,RO,RO\RO - H,2022-05-15,5587
Al-Jubail,RO,RO\RO - H,2022-05-16,5679
Al-Jubail,RO,RO\RO - H,2022-05-17,5041
Al-Jubail,RO,RO\RO - H,2022-05-18,5588
Al-Jubail,RO,RO\RO - H,2022-05-19,5582
Al-Jubail,RO,RO\RO - H,2022-05-20,3898
Al-Jubail,RO,RO\RO - H,2022-05-21,5436
Al-Jubail,RO,RO\RO - H,2022-05-22,5708
Al-Jubail,RO,RO\RO - H,2022-05-23,2175
Al-Jubail,RO,RO\RO - H,2022-05-24,2652
Al-Jubail,RO,RO\RO - H,2022-05-25,0
Al-Jubail,RO,RO\RO - H,2022-05-26,12
Al-Jubail,RO,RO\RO - H,2022-05-27,0
Al-Jubail,RO,RO\RO - H,2022-05-28,0
Al-Jubail,RO,RO\RO - H,2022-05-29,0
Al-Jubail,RO,RO\RO - H,2022-05-30,265
Al-Jubail,RO,RO\RO - H,2022-05-31,0
Al-Jubail,RO,RO\RO - J,2022-05-01,5410
Al-Jubail,RO,RO\RO - J,2022-05-02,5416
Al-Jubail,RO,RO\RO - J,2022-05-03,5440
Al-Jubail,RO,RO\RO - J,2022-05-04,5422
Al-Jubail,RO,RO\RO - J,2022-05-05,5368
Al-Jubail,RO,RO\RO - J,2022-05-06,5328
Al-Jubail,RO,RO\RO - J,2022-05-07,5310
Al-Jubail,RO,RO\RO - J,2022-05-08,5322
Al-Jubail,RO,RO\RO - J,2022-05-09,5340
Al-Jubail,RO,RO\RO - J,2022-05-10,5337
Al-Jubail,RO,RO\RO - J,2022-05-11,5365
Al-Jubail,RO,RO\RO - J,2022-05-12,5401
Al-Jubail,RO,RO\RO - J,2022-05-13,2667
Al-Jubail,RO,RO\RO - J,2022-05-14,0
Al-Jubail,RO,RO\RO - J,2022-05-15,1553
Al-Jubail,RO,RO\RO - J,2022-05-16,5502
Al-Jubail,RO,RO\RO - J,2022-05-17,5537
Al-Jubail,RO,RO\RO - J,2022-05-18,5520
Al-Jubail,RO,RO\RO - J,2022-05-19,5508
Al-Jubail,RO,RO\RO - J,2022-05-20,5540
Al-Jubail,RO,RO\RO - J,2022-05-21,5567
Al-Jubail,RO,RO\RO - J,2022-05-22,5577
Al-Jubail,RO,RO\RO - J,2022-05-23,2136
Al-Jubail,RO,RO\RO - J,2022-05-24,3745
Al-Jubail,RO,RO\RO - J,2022-05-25,5517
Al-Jubail,RO,RO\RO - J,2022-05-26,5472
Al-Jubail,RO,RO\RO - J,2022-05-27,5458
Al-Jubail,RO,RO\RO - J,2022-05-28,5453
Al-Jubail,RO,RO\RO - J,2022-05-29,5448
Al-Jubail,RO,RO\RO - J,2022-05-30,5502
Al-Jubail,RO,RO\RO - J,2022-05-31,5535
Al-Jubail,RO,RO\RO - K,2022-05-01,0
Al-Jubail,RO,RO\RO - K,2022-05-02,0
Al-Jubail,RO,RO\RO - K,2022-05-03,0
Al-Jubail,RO,RO\RO - K,2022-05-04,0
Al-Jubail,RO,RO\RO - K,2022-05-05,0
Al-Jubail,RO,RO\RO - K,2022-05-06,0
Al-Jubail,RO,RO\RO - K,2022-05-07,0
Al-Jubail,RO,RO\RO - K,2022-05-08,0
Al-Jubail,RO,RO\RO - K,2022-05-09,0
Al-Jubail,RO,RO\RO - K,2022-05-10,0
Al-Jubail,RO,RO\RO - K,2022-05-11,0
Al-Jubail,RO,RO\RO - K,2022-05-12,0
Al-Jubail,RO,RO\RO - K,2022-05-13,0
Al-Jubail,RO,RO\RO - K,2022-05-14,0
Al-Jubail,RO,RO\RO - K,2022-05-15,0
Al-Jubail,RO,RO\RO - K,2022-05-16,0
Al-Jubail,RO,RO\RO - K,2022-05-17,0
Al-Jubail,RO,RO\RO - K,2022-05-18,0
Al-Jubail,RO,RO\RO - K,2022-05-19,0
Al-Jubail,RO,RO\RO - K,2022-05-20,0
Al-Jubail,RO,RO\RO - K,2022-05-21,0
Al-Jubail,RO,RO\RO - K,2022-05-22,0
Al-Jubail,RO,RO\RO - K,2022-05-23,0
Al-Jubail,RO,RO\RO - K,2022-05-24,0
Al-Jubail,RO,RO\RO - K,2022-05-25,0
Al-Jubail,RO,RO\RO - K,2022-05-26,0
Al-Jubail,RO,RO\RO - K,2022-05-27,0
Al-Jubail,RO,RO\RO - K,2022-05-28,0
Al-Jubail,RO,RO\RO - K,2022-05-29,0
Al-Jubail,RO,RO\RO - K,2022-05-30,0
Al-Jubail,RO,RO\RO - K,2022-05-31,0
Al-Jubail,RO,RO\RO - L,2022-05-01,49
Al-Jubail,RO,RO\RO - L,2022-05-02,49
Al-Jubail,RO,RO\RO - L,2022-05-03,48
Al-Jubail,RO,RO\RO - L,2022-05-04,48
Al-Jubail,RO,RO\RO - L,2022-05-05,49
Al-Jubail,RO,RO\RO - L,2022-05-06,49
Al-Jubail,RO,RO\RO - L,2022-05-07,49
Al-Jubail,RO,RO\RO - L,2022-05-08,49
Al-Jubail,RO,RO\RO - L,2022-05-09,48
Al-Jubail,RO,RO\RO - L,2022-05-10,46
Al-Jubail,RO,RO\RO - L,2022-05-11,49
Al-Jubail,RO,RO\RO - L,2022-05-12,49
Al-Jubail,RO,RO\RO - L,2022-05-13,52
Al-Jubail,RO,RO\RO - L,2022-05-14,49
Al-Jubail,RO,RO\RO - L,2022-05-15,48
Al-Jubail,RO,RO\RO - L,2022-05-16,48
Al-Jubail,RO,RO\RO - L,2022-05-17,47
Al-Jubail,RO,RO\RO - L,2022-05-18,48
Al-Jubail,RO,RO\RO - L,2022-05-19,49
Al-Jubail,RO,RO\RO - L,2022-05-20,49
Al-Jubail,RO,RO\RO - L,2022-05-21,51
Al-Jubail,RO,RO\RO - L,2022-05-22,49
Al-Jubail,RO,RO\RO - L,2022-05-23,47
Al-Jubail,RO,RO\RO - L,2022-05-24,50
Al-Jubail,RO,RO\RO - L,2022-05-25,49
Al-Jubail,RO,RO\RO - L,2022-05-26,49
Al-Jubail,RO,RO\RO - L,2022-05-27,48
Al-Jubail,RO,RO\RO - L,2022-05-28,50
Al-Jubail,RO,RO\RO - L,2022-05-29,49
Al-Jubail,RO,RO\RO - L,2022-05-30,49
Al-Jubail,RO,RO\RO - L,2022-05-31,49
Al-Jubail,RO,RO\RO - M,2022-05-01,4487
Al-Jubail,RO,RO\RO - M,2022-05-02,5961
Al-Jubail,RO,RO\RO - M,2022-05-03,5920
Al-Jubail,RO,RO\RO - M,2022-05-04,5892
Al-Jubail,RO,RO\RO - M,2022-05-05,5870
Al-Jubail,RO,RO\RO - M,2022-05-06,5851
Al-Jubail,RO,RO\RO - M,2022-05-07,5817
Al-Jubail,RO,RO\RO - M,2022-05-08,5807
Al-Jubail,RO,RO\RO - M,2022-05-09,5793
Al-Jubail,RO,RO\RO - M,2022-05-10,5785
Al-Jubail,RO,RO\RO - M,2022-05-11,5820
Al-Jubail,RO,RO\RO - M,2022-05-12,5840
Al-Jubail,RO,RO\RO - M,2022-05-13,5831
Al-Jubail,RO,RO\RO - M,2022-05-14,5758
Al-Jubail,RO,RO\RO - M,2022-05-15,5689
Al-Jubail,RO,RO\RO - M,2022-05-16,5801
Al-Jubail,RO,RO\RO - M,2022-05-17,5892
Al-Jubail,RO,RO\RO - M,2022-05-18,5898
Al-Jubail,RO,RO\RO - M,2022-05-19,5902
Al-Jubail,RO,RO\RO - M,2022-05-20,5937
Al-Jubail,RO,RO\RO - M,2022-05-21,5934
Al-Jubail,RO,RO\RO - M,2022-05-22,5871
Al-Jubail,RO,RO\RO - M,2022-05-23,2236
Al-Jubail,RO,RO\RO - M,2022-05-24,3812
Al-Jubail,RO,RO\RO - M,2022-05-25,5859
Al-Jubail,RO,RO\RO - M,2022-05-26,5771
Al-Jubail,RO,RO\RO - M,2022-05-27,5775
Al-Jubail,RO,RO\RO - M,2022-05-28,5766
Al-Jubail,RO,RO\RO - M,2022-05-29,5768
Al-Jubail,RO,RO\RO - M,2022-05-30,5780
Al-Jubail,RO,RO\RO - M,2022-05-31,5829
Al-Jubail,RO,RO\RO - N,2022-05-01,2583
Al-Jubail,RO,RO\RO - N,2022-05-02,4396
Al-Jubail,RO,RO\RO - N,2022-05-03,4409
Al-Jubail,RO,RO\RO - N,2022-05-04,4395
Al-Jubail,RO,RO\RO - N,2022-05-05,4374
Al-Jubail,RO,RO\RO - N,2022-05-06,4348
Al-Jubail,RO,RO\RO - N,2022-05-07,4317
Al-Jubail,RO,RO\RO - N,2022-05-08,4291
Al-Jubail,RO,RO\RO - N,2022-05-09,4262
Al-Jubail,RO,RO\RO - N,2022-05-10,4251
Al-Jubail,RO,RO\RO - N,2022-05-11,4277
Al-Jubail,RO,RO\RO - N,2022-05-12,4299
Al-Jubail,RO,RO\RO - N,2022-05-13,4281
Al-Jubail,RO,RO\RO - N,2022-05-14,4209
Al-Jubail,RO,RO\RO - N,2022-05-15,4141
Al-Jubail,RO,RO\RO - N,2022-05-16,4221
Al-Jubail,RO,RO\RO - N,2022-05-17,4283
Al-Jubail,RO,RO\RO - N,2022-05-18,4288
Al-Jubail,RO,RO\RO - N,2022-05-19,4291
Al-Jubail,RO,RO\RO - N,2022-05-20,4325
Al-Jubail,RO,RO\RO - N,2022-05-21,4357
Al-Jubail,RO,RO\RO - N,2022-05-22,4385
Al-Jubail,RO,RO\RO - N,2022-05-23,1665
Al-Jubail,RO,RO\RO - N,2022-05-24,2963
Al-Jubail,RO,RO\RO - N,2022-05-25,4413
Al-Jubail,RO,RO\RO - N,2022-05-26,4380
Al-Jubail,RO,RO\RO - N,2022-05-27,4384
Al-Jubail,RO,RO\RO - N,2022-05-28,4388
Al-Jubail,RO,RO\RO - N,2022-05-29,4398
Al-Jubail,RO,RO\RO - N,2022-05-30,4428
Al-Jubail,RO,RO\RO - N,2022-05-31,4461
Al-Jubail,RO,RO\RO - P,2022-05-01,4760
Al-Jubail,RO,RO\RO - P,2022-05-02,4775
Al-Jubail,RO,RO\RO - P,2022-05-03,4796
Al-Jubail,RO,RO\RO - P,2022-05-04,4784
Al-Jubail,RO,RO\RO - P,2022-05-05,4771
Al-Jubail,RO,RO\RO - P,2022-05-06,4745
Al-Jubail,RO,RO\RO - P,2022-05-07,3856
Al-Jubail,RO,RO\RO - P,2022-05-08,728
Al-Jubail,RO,RO\RO - P,2022-05-09,1773
Al-Jubail,RO,RO\RO - P,2022-05-10,4499
Al-Jubail,RO,RO\RO - P,2022-05-11,4514
Al-Jubail,RO,RO\RO - P,2022-05-12,4531
Al-Jubail,RO,RO\RO - P,2022-05-13,4511
Al-Jubail,RO,RO\RO - P,2022-05-14,4441
Al-Jubail,RO,RO\RO - P,2022-05-15,4375
Al-Jubail,RO,RO\RO - P,2022-05-16,4452
Al-Jubail,RO,RO\RO - P,2022-05-17,4511
Al-Jubail,RO,RO\RO - P,2022-05-18,4510
Al-Jubail,RO,RO\RO - P,2022-05-19,4510
Al-Jubail,RO,RO\RO - P,2022-05-20,4540
Al-Jubail,RO,RO\RO - P,2022-05-21,4242
Al-Jubail,RO,RO\RO - P,2022-05-22,4690
Al-Jubail,RO,RO\RO - P,2022-05-23,1770
Al-Jubail,RO,RO\RO - P,2022-05-24,3203
Al-Jubail,RO,RO\RO - P,2022-05-25,4713
Al-Jubail,RO,RO\RO - P,2022-05-26,3650
Al-Jubail,RO,RO\RO - P,2022-05-27,0
Al-Jubail,RO,RO\RO - P,2022-05-28,0
Al-Jubail,RO,RO\RO - P,2022-05-29,2815
Al-Jubail,RO,RO\RO - P,2022-05-30,4761
Al-Jubail,RO,RO\RO - P,2022-05-31,4019
Al-Jubail,RO,RO\RO - Q,2022-05-01,0
Al-Jubail,RO,RO\RO - Q,2022-05-02,0
Al-Jubail,RO,RO\RO - Q,2022-05-03,0
Al-Jubail,RO,RO\RO - Q,2022-05-04,0
Al-Jubail,RO,RO\RO - Q,2022-05-05,0
Al-Jubail,RO,RO\RO - Q,2022-05-06,0
Al-Jubail,RO,RO\RO - Q,2022-05-07,0
Al-Jubail,RO,RO\RO - Q,2022-05-08,0
Al-Jubail,RO,RO\RO - Q,2022-05-09,0
Al-Jubail,RO,RO\RO - Q,2022-05-10,0
Al-Jubail,RO,RO\RO - Q,2022-05-11,0
Al-Jubail,RO,RO\RO - Q,2022-05-12,0
Al-Jubail,RO,RO\RO - Q,2022-05-13,0
Al-Jubail,RO,RO\RO - Q,2022-05-14,0
Al-Jubail,RO,RO\RO - Q,2022-05-15,0
Al-Jubail,RO,RO\RO - Q,2022-05-16,0
Al-Jubail,RO,RO\RO - Q,2022-05-17,0
Al-Jubail,RO,RO\RO - Q,2022-05-18,0
Al-Jubail,RO,RO\RO - Q,2022-05-19,0
Al-Jubail,RO,RO\RO - Q,2022-05-20,0
Al-Jubail,RO,RO\RO - Q,2022-05-21,0
Al-Jubail,RO,RO\RO - Q,2022-05-22,0
Al-Jubail,RO,RO\RO - Q,2022-05-23,0
Al-Jubail,RO,RO\RO - Q,2022-05-24,0
Al-Jubail,RO,RO\RO - Q,2022-05-25,0
Al-Jubail,RO,RO\RO - Q,2022-05-26,0
Al-Jubail,RO,RO\RO - Q,2022-05-27,0
Al-Jubail,RO,RO\RO - Q,2022-05-28,0
Al-Jubail,RO,RO\RO - Q,2022-05-29,0
Al-Jubail,RO,RO\RO - Q,2022-05-30,0
Al-Jubail,RO,RO\RO - Q,2022-05-31,0
